season,playerId,player,team,conference,category,statType,stat
2024,4685696,Beau Pribula,Penn State,Big Ten,passing,ATT,35
2024,4685696,Beau Pribula,Penn State,Big Ten,passing,COMPLETIONS,26
2024,4685696,Beau Pribula,Penn State,Big Ten,passing,INT,1
2024,4685696,Beau Pribula,Penn State,Big Ten,passing,PCT,0.743
2024,4685696,Beau Pribula,Penn State,Big Ten,passing,TD,5
2024,4685696,Beau Pribula,Penn State,Big Ten,passing,YDS,275
2024,4685696,Beau Pribula,Penn State,Big Ten,passing,YPA,7.9
2024,4685697,Zion Turner,Jacksonville State,Conference USA,passing,ATT,1
2024,4685697,Zion Turner,Jacksonville State,Conference USA,passing,COMPLETIONS,0
2024,4685697,Zion Turner,Jacksonville State,Conference USA,passing,INT,0
2024,4685697,Zion Turner,Jacksonville State,Conference USA,passing,PCT,0.000
2024,4685697,Zion Turner,Jacksonville State,Conference USA,passing,TD,0
2024,4685697,Zion Turner,Jacksonville State,Conference USA,passing,YDS,0
2024,4685697,Zion Turner,Jacksonville State,Conference USA,passing,YPA,0.0
2024,4685740,Max Johnson,North Carolina,ACC,passing,ATT,19
2024,4685740,Max Johnson,North Carolina,ACC,passing,COMPLETIONS,12
2024,4685740,Max Johnson,North Carolina,ACC,passing,INT,1
2024,4685740,Max Johnson,North Carolina,ACC,passing,PCT,0.632
2024,4685740,Max Johnson,North Carolina,ACC,passing,TD,0
2024,4685740,Max Johnson,North Carolina,ACC,passing,YDS,71
2024,4685740,Max Johnson,North Carolina,ACC,passing,YPA,3.7
2024,4686096,Hunter Helms,Rhode Island,CAA,passing,ATT,129
2024,4686096,Hunter Helms,Rhode Island,CAA,passing,COMPLETIONS,78
2024,4686096,Hunter Helms,Rhode Island,CAA,passing,INT,8
2024,4686096,Hunter Helms,Rhode Island,CAA,passing,PCT,0.605
2024,4686096,Hunter Helms,Rhode Island,CAA,passing,TD,4
2024,4686096,Hunter Helms,Rhode Island,CAA,passing,YDS,894
2024,4686096,Hunter Helms,Rhode Island,CAA,passing,YPA,6.9
2024,4686658,Michael Washington,New Mexico State,Conference USA,passing,ATT,1
2024,4686658,Michael Washington,New Mexico State,Conference USA,passing,COMPLETIONS,0
2024,4686658,Michael Washington,New Mexico State,Conference USA,passing,INT,0
2024,4686658,Michael Washington,New Mexico State,Conference USA,passing,PCT,0.000
2024,4686658,Michael Washington,New Mexico State,Conference USA,passing,TD,0
2024,4686658,Michael Washington,New Mexico State,Conference USA,passing,YDS,0
2024,4686658,Michael Washington,New Mexico State,Conference USA,passing,YPA,0.0
2024,4686788,CJ Harris,California,ACC,passing,ATT,31
2024,4686788,CJ Harris,California,ACC,passing,COMPLETIONS,19
2024,4686788,CJ Harris,California,ACC,passing,INT,1
2024,4686788,CJ Harris,California,ACC,passing,PCT,0.613
2024,4686788,CJ Harris,California,ACC,passing,TD,0
2024,4686788,CJ Harris,California,ACC,passing,YDS,184
2024,4686788,CJ Harris,California,ACC,passing,YPA,5.9
2024,4686997,Connor Weselman,Stanford,ACC,passing,ATT,1
2024,4686997,Connor Weselman,Stanford,ACC,passing,COMPLETIONS,0
2024,4686997,Connor Weselman,Stanford,ACC,passing,INT,0
2024,4686997,Connor Weselman,Stanford,ACC,passing,PCT,0.000
2024,4686997,Connor Weselman,Stanford,ACC,passing,TD,0
2024,4686997,Connor Weselman,Stanford,ACC,passing,YDS,0
2024,4686997,Connor Weselman,Stanford,ACC,passing,YPA,0.0
2024,4687187,Marquis Crosby,Louisiana Tech,Conference USA,passing,ATT,1
2024,4687187,Marquis Crosby,Louisiana Tech,Conference USA,passing,COMPLETIONS,1
2024,4687187,Marquis Crosby,Louisiana Tech,Conference USA,passing,INT,0
2024,4687187,Marquis Crosby,Louisiana Tech,Conference USA,passing,PCT,1.000
2024,4687187,Marquis Crosby,Louisiana Tech,Conference USA,passing,TD,1
2024,4687187,Marquis Crosby,Louisiana Tech,Conference USA,passing,YDS,19
2024,4687187,Marquis Crosby,Louisiana Tech,Conference USA,passing,YPA,19.0
2024,4687463,Hinckley Ropati,BYU,Big 12,passing,ATT,1
2024,4687463,Hinckley Ropati,BYU,Big 12,passing,COMPLETIONS,0
2024,4687463,Hinckley Ropati,BYU,Big 12,passing,INT,1
2024,4687463,Hinckley Ropati,BYU,Big 12,passing,PCT,0.000
2024,4687463,Hinckley Ropati,BYU,Big 12,passing,TD,0
2024,4687463,Hinckley Ropati,BYU,Big 12,passing,YDS,0
2024,4687463,Hinckley Ropati,BYU,Big 12,passing,YPA,0.0
2024,4687499,Austin McCready,Alabama A&M,SWAC,passing,ATT,2
2024,4687499,Austin McCready,Alabama A&M,SWAC,passing,COMPLETIONS,2
2024,4687499,Austin McCready,Alabama A&M,SWAC,passing,INT,0
2024,4687499,Austin McCready,Alabama A&M,SWAC,passing,PCT,1.000
2024,4687499,Austin McCready,Alabama A&M,SWAC,passing,TD,0
2024,4687499,Austin McCready,Alabama A&M,SWAC,passing,YDS,48
2024,4687499,Austin McCready,Alabama A&M,SWAC,passing,YPA,24.0
2024,4688380,Cameron Ward,Miami,ACC,passing,ATT,454
2024,4688380,Cameron Ward,Miami,ACC,passing,COMPLETIONS,305
2024,4688380,Cameron Ward,Miami,ACC,passing,INT,7
2024,4688380,Cameron Ward,Miami,ACC,passing,PCT,0.672
2024,4688380,Cameron Ward,Miami,ACC,passing,TD,39
2024,4688380,Cameron Ward,Miami,ACC,passing,YDS,4313
2024,4688380,Cameron Ward,Miami,ACC,passing,YPA,9.5
2024,4688418,Michael Briscoe,Cal Poly,Big Sky,passing,ATT,2
2024,4688418,Michael Briscoe,Cal Poly,Big Sky,passing,COMPLETIONS,1
2024,4688418,Michael Briscoe,Cal Poly,Big Sky,passing,INT,0
2024,4688418,Michael Briscoe,Cal Poly,Big Sky,passing,PCT,0.500
2024,4688418,Michael Briscoe,Cal Poly,Big Sky,passing,TD,1
2024,4688418,Michael Briscoe,Cal Poly,Big Sky,passing,YDS,22
2024,4688418,Michael Briscoe,Cal Poly,Big Sky,passing,YPA,11.0
2024,4688717,Draylen Ellis,Tennessee State,Big South-OVC,passing,ATT,408
2024,4688717,Draylen Ellis,Tennessee State,Big South-OVC,passing,COMPLETIONS,253
2024,4688717,Draylen Ellis,Tennessee State,Big South-OVC,passing,INT,8
2024,4688717,Draylen Ellis,Tennessee State,Big South-OVC,passing,PCT,0.620
2024,4688717,Draylen Ellis,Tennessee State,Big South-OVC,passing,TD,21
2024,4688717,Draylen Ellis,Tennessee State,Big South-OVC,passing,YDS,2996
2024,4688717,Draylen Ellis,Tennessee State,Big South-OVC,passing,YPA,7.3
2024,4689114,Jaxson Dart,Ole Miss,SEC,passing,ATT,398
2024,4689114,Jaxson Dart,Ole Miss,SEC,passing,COMPLETIONS,276
2024,4689114,Jaxson Dart,Ole Miss,SEC,passing,INT,6
2024,4689114,Jaxson Dart,Ole Miss,SEC,passing,PCT,0.693
2024,4689114,Jaxson Dart,Ole Miss,SEC,passing,TD,29
2024,4689114,Jaxson Dart,Ole Miss,SEC,passing,YDS,4279
2024,4689114,Jaxson Dart,Ole Miss,SEC,passing,YPA,10.8
2024,4689585,Trexler Ivey,Charlotte,American Athletic,passing,ATT,59
2024,4689585,Trexler Ivey,Charlotte,American Athletic,passing,COMPLETIONS,34
2024,4689585,Trexler Ivey,Charlotte,American Athletic,passing,INT,2
2024,4689585,Trexler Ivey,Charlotte,American Athletic,passing,PCT,0.576
2024,4689585,Trexler Ivey,Charlotte,American Athletic,passing,TD,3
2024,4689585,Trexler Ivey,Charlotte,American Athletic,passing,YDS,326
2024,4689585,Trexler Ivey,Charlotte,American Athletic,passing,YPA,5.5
2024,4689602,Sean Brown,Towson,CAA,passing,ATT,219
2024,4689602,Sean Brown,Towson,CAA,passing,COMPLETIONS,140
2024,4689602,Sean Brown,Towson,CAA,passing,INT,5
2024,4689602,Sean Brown,Towson,CAA,passing,PCT,0.639
2024,4689602,Sean Brown,Towson,CAA,passing,TD,9
2024,4689602,Sean Brown,Towson,CAA,passing,YDS,1668
2024,4689602,Sean Brown,Towson,CAA,passing,YPA,7.6
2024,4689652,Harrison Barker,UAB,American Athletic,passing,ATT,3
2024,4689652,Harrison Barker,UAB,American Athletic,passing,COMPLETIONS,3
2024,4689652,Harrison Barker,UAB,American Athletic,passing,INT,0
2024,4689652,Harrison Barker,UAB,American Athletic,passing,PCT,1.000
2024,4689652,Harrison Barker,UAB,American Athletic,passing,TD,1
2024,4689652,Harrison Barker,UAB,American Athletic,passing,YDS,49
2024,4689652,Harrison Barker,UAB,American Athletic,passing,YPA,16.3
2024,4689825,Tyrell Robinson,Army,American Athletic,passing,ATT,1
2024,4689825,Tyrell Robinson,Army,American Athletic,passing,COMPLETIONS,0
2024,4689825,Tyrell Robinson,Army,American Athletic,passing,INT,0
2024,4689825,Tyrell Robinson,Army,American Athletic,passing,PCT,0.000
2024,4689825,Tyrell Robinson,Army,American Athletic,passing,TD,0
2024,4689825,Tyrell Robinson,Army,American Athletic,passing,YDS,0
2024,4689825,Tyrell Robinson,Army,American Athletic,passing,YPA,0.0
2024,4690158,Noah Kim,Coastal Carolina,Sun Belt,passing,ATT,56
2024,4690158,Noah Kim,Coastal Carolina,Sun Belt,passing,COMPLETIONS,30
2024,4690158,Noah Kim,Coastal Carolina,Sun Belt,passing,INT,1
2024,4690158,Noah Kim,Coastal Carolina,Sun Belt,passing,PCT,0.536
2024,4690158,Noah Kim,Coastal Carolina,Sun Belt,passing,TD,4
2024,4690158,Noah Kim,Coastal Carolina,Sun Belt,passing,YDS,333
2024,4690158,Noah Kim,Coastal Carolina,Sun Belt,passing,YPA,5.9
2024,4690298,Jake Thaw,Delaware,CAA,passing,ATT,1
2024,4690298,Jake Thaw,Delaware,CAA,passing,COMPLETIONS,1
2024,4690298,Jake Thaw,Delaware,CAA,passing,INT,0
2024,4690298,Jake Thaw,Delaware,CAA,passing,PCT,1.000
2024,4690298,Jake Thaw,Delaware,CAA,passing,TD,0
2024,4690298,Jake Thaw,Delaware,CAA,passing,YDS,15
2024,4690298,Jake Thaw,Delaware,CAA,passing,YPA,15.0
2024,4690801,Christian Gelov,Purdue,Big Ten,passing,ATT,3
2024,4690801,Christian Gelov,Purdue,Big Ten,passing,COMPLETIONS,1
2024,4690801,Christian Gelov,Purdue,Big Ten,passing,INT,0
2024,4690801,Christian Gelov,Purdue,Big Ten,passing,PCT,0.333
2024,4690801,Christian Gelov,Purdue,Big Ten,passing,TD,0
2024,4690801,Christian Gelov,Purdue,Big Ten,passing,YDS,26
2024,4690801,Christian Gelov,Purdue,Big Ten,passing,YPA,8.7
2024,4690977,Donovan Smith,Houston,Big 12,passing,ATT,133
2024,4690977,Donovan Smith,Houston,Big 12,passing,COMPLETIONS,87
2024,4690977,Donovan Smith,Houston,Big 12,passing,INT,8
2024,4690977,Donovan Smith,Houston,Big 12,passing,PCT,0.654
2024,4690977,Donovan Smith,Houston,Big 12,passing,TD,4
2024,4690977,Donovan Smith,Houston,Big 12,passing,YDS,867
2024,4690977,Donovan Smith,Houston,Big 12,passing,YPA,6.5
2024,4691272,Stone Earle,Marshall,Sun Belt,passing,ATT,120
2024,4691272,Stone Earle,Marshall,Sun Belt,passing,COMPLETIONS,65
2024,4691272,Stone Earle,Marshall,Sun Belt,passing,INT,2
2024,4691272,Stone Earle,Marshall,Sun Belt,passing,PCT,0.542
2024,4691272,Stone Earle,Marshall,Sun Belt,passing,TD,7
2024,4691272,Stone Earle,Marshall,Sun Belt,passing,YDS,673
2024,4691272,Stone Earle,Marshall,Sun Belt,passing,YPA,5.6
2024,4692047,Sam Johnson,Valparaiso,Pioneer,passing,ATT,1
2024,4692047,Sam Johnson,Valparaiso,Pioneer,passing,COMPLETIONS,1
2024,4692047,Sam Johnson,Valparaiso,Pioneer,passing,INT,0
2024,4692047,Sam Johnson,Valparaiso,Pioneer,passing,PCT,1.000
2024,4692047,Sam Johnson,Valparaiso,Pioneer,passing,TD,0
2024,4692047,Sam Johnson,Valparaiso,Pioneer,passing,YDS,25
2024,4692047,Sam Johnson,Valparaiso,Pioneer,passing,YPA,25.0
2024,4692052,Carter Peevy,Maine,CAA,passing,ATT,321
2024,4692052,Carter Peevy,Maine,CAA,passing,COMPLETIONS,214
2024,4692052,Carter Peevy,Maine,CAA,passing,INT,5
2024,4692052,Carter Peevy,Maine,CAA,passing,PCT,0.667
2024,4692052,Carter Peevy,Maine,CAA,passing,TD,18
2024,4692052,Carter Peevy,Maine,CAA,passing,YDS,2417
2024,4692052,Carter Peevy,Maine,CAA,passing,YPA,7.5
2024,4692530,Chandler Morris,North Texas,American Athletic,passing,ATT,509
2024,4692530,Chandler Morris,North Texas,American Athletic,passing,COMPLETIONS,322
2024,4692530,Chandler Morris,North Texas,American Athletic,passing,INT,12
2024,4692530,Chandler Morris,North Texas,American Athletic,passing,PCT,0.633
2024,4692530,Chandler Morris,North Texas,American Athletic,passing,TD,31
2024,4692530,Chandler Morris,North Texas,American Athletic,passing,YDS,3774
2024,4692530,Chandler Morris,North Texas,American Athletic,passing,YPA,7.4
2024,4692538,Jalin Conyers,Texas Tech,Big 12,passing,ATT,1
2024,4692538,Jalin Conyers,Texas Tech,Big 12,passing,COMPLETIONS,1
2024,4692538,Jalin Conyers,Texas Tech,Big 12,passing,INT,0
2024,4692538,Jalin Conyers,Texas Tech,Big 12,passing,PCT,1.000
2024,4692538,Jalin Conyers,Texas Tech,Big 12,passing,TD,1
2024,4692538,Jalin Conyers,Texas Tech,Big 12,passing,YDS,20
2024,4692538,Jalin Conyers,Texas Tech,Big 12,passing,YPA,20.0
2024,4692936,Mark Wright,Virginia Union,CIAA,passing,ATT,10
2024,4692936,Mark Wright,Virginia Union,CIAA,passing,COMPLETIONS,2
2024,4692936,Mark Wright,Virginia Union,CIAA,passing,INT,1
2024,4692936,Mark Wright,Virginia Union,CIAA,passing,PCT,0.200
2024,4692936,Mark Wright,Virginia Union,CIAA,passing,TD,0
2024,4692936,Mark Wright,Virginia Union,CIAA,passing,YDS,37
2024,4692936,Mark Wright,Virginia Union,CIAA,passing,YPA,3.7
2024,4693331,Cam Miller,North Dakota State,MVFC,passing,ATT,351
2024,4693331,Cam Miller,North Dakota State,MVFC,passing,COMPLETIONS,258
2024,4693331,Cam Miller,North Dakota State,MVFC,passing,INT,4
2024,4693331,Cam Miller,North Dakota State,MVFC,passing,PCT,0.735
2024,4693331,Cam Miller,North Dakota State,MVFC,passing,TD,33
2024,4693331,Cam Miller,North Dakota State,MVFC,passing,YDS,3252
2024,4693331,Cam Miller,North Dakota State,MVFC,passing,YPA,9.3
2024,4693333,RaJa Nelson,North Dakota State,MVFC,passing,ATT,1
2024,4693333,RaJa Nelson,North Dakota State,MVFC,passing,COMPLETIONS,0
2024,4693333,RaJa Nelson,North Dakota State,MVFC,passing,INT,0
2024,4693333,RaJa Nelson,North Dakota State,MVFC,passing,PCT,0.000
2024,4693333,RaJa Nelson,North Dakota State,MVFC,passing,TD,0
2024,4693333,RaJa Nelson,North Dakota State,MVFC,passing,YDS,0
2024,4693333,RaJa Nelson,North Dakota State,MVFC,passing,YPA,0.0
2024,4693861,Myles Crawley,Grambling,SWAC,passing,ATT,208
2024,4693861,Myles Crawley,Grambling,SWAC,passing,COMPLETIONS,116
2024,4693861,Myles Crawley,Grambling,SWAC,passing,INT,7
2024,4693861,Myles Crawley,Grambling,SWAC,passing,PCT,0.558
2024,4693861,Myles Crawley,Grambling,SWAC,passing,TD,9
2024,4693861,Myles Crawley,Grambling,SWAC,passing,YDS,1312
2024,4693861,Myles Crawley,Grambling,SWAC,passing,YPA,6.3
2024,4693901,Roy Alexander,Incarnate Word,Southland,passing,ATT,4
2024,4693901,Roy Alexander,Incarnate Word,Southland,passing,COMPLETIONS,4
2024,4693901,Roy Alexander,Incarnate Word,Southland,passing,INT,0
2024,4693901,Roy Alexander,Incarnate Word,Southland,passing,PCT,1.000
2024,4693901,Roy Alexander,Incarnate Word,Southland,passing,TD,0
2024,4693901,Roy Alexander,Incarnate Word,Southland,passing,YDS,47
2024,4693901,Roy Alexander,Incarnate Word,Southland,passing,YPA,11.8
2024,4694023,Nate Lussier,Brown,Ivy,passing,ATT,1
2024,4694023,Nate Lussier,Brown,Ivy,passing,COMPLETIONS,0
2024,4694023,Nate Lussier,Brown,Ivy,passing,INT,0
2024,4694023,Nate Lussier,Brown,Ivy,passing,PCT,0.000
2024,4694023,Nate Lussier,Brown,Ivy,passing,TD,0
2024,4694023,Nate Lussier,Brown,Ivy,passing,YDS,0
2024,4694023,Nate Lussier,Brown,Ivy,passing,YPA,0.0
2024,4694043,Ryan Clark,Bryant,CAA,passing,ATT,2
2024,4694043,Ryan Clark,Bryant,CAA,passing,COMPLETIONS,1
2024,4694043,Ryan Clark,Bryant,CAA,passing,INT,0
2024,4694043,Ryan Clark,Bryant,CAA,passing,PCT,0.500
2024,4694043,Ryan Clark,Bryant,CAA,passing,TD,0
2024,4694043,Ryan Clark,Bryant,CAA,passing,YDS,13
2024,4694043,Ryan Clark,Bryant,CAA,passing,YPA,6.5
2024,4694102,Ruben Anderson,William & Mary,CAA,passing,ATT,1
2024,4694102,Ruben Anderson,William & Mary,CAA,passing,COMPLETIONS,1
2024,4694102,Ruben Anderson,William & Mary,CAA,passing,INT,0
2024,4694102,Ruben Anderson,William & Mary,CAA,passing,PCT,1.000
2024,4694102,Ruben Anderson,William & Mary,CAA,passing,TD,0
2024,4694102,Ruben Anderson,William & Mary,CAA,passing,YDS,5
2024,4694102,Ruben Anderson,William & Mary,CAA,passing,YPA,5.0
2024,4694149,Walker Eget,San José State,Mountain West,passing,ATT,328
2024,4694149,Walker Eget,San José State,Mountain West,passing,COMPLETIONS,188
2024,4694149,Walker Eget,San José State,Mountain West,passing,INT,10
2024,4694149,Walker Eget,San José State,Mountain West,passing,PCT,0.573
2024,4694149,Walker Eget,San José State,Mountain West,passing,TD,13
2024,4694149,Walker Eget,San José State,Mountain West,passing,YDS,2504
2024,4694149,Walker Eget,San José State,Mountain West,passing,YPA,7.6
2024,4694308,Tyler Pastula,San Diego State,Mountain West,passing,ATT,3
2024,4694308,Tyler Pastula,San Diego State,Mountain West,passing,COMPLETIONS,3
2024,4694308,Tyler Pastula,San Diego State,Mountain West,passing,INT,0
2024,4694308,Tyler Pastula,San Diego State,Mountain West,passing,PCT,1.000
2024,4694308,Tyler Pastula,San Diego State,Mountain West,passing,TD,0
2024,4694308,Tyler Pastula,San Diego State,Mountain West,passing,YDS,17
2024,4694308,Tyler Pastula,San Diego State,Mountain West,passing,YPA,5.7
2024,4694361,Bryce Corriston,Wofford,Southern,passing,ATT,28
2024,4694361,Bryce Corriston,Wofford,Southern,passing,COMPLETIONS,13
2024,4694361,Bryce Corriston,Wofford,Southern,passing,INT,1
2024,4694361,Bryce Corriston,Wofford,Southern,passing,PCT,0.464
2024,4694361,Bryce Corriston,Wofford,Southern,passing,TD,1
2024,4694361,Bryce Corriston,Wofford,Southern,passing,YDS,138
2024,4694361,Bryce Corriston,Wofford,Southern,passing,YPA,4.9
2024,4694389,Luke Duby,Black Hills State,Rocky Mountain,passing,ATT,36
2024,4694389,Luke Duby,Black Hills State,Rocky Mountain,passing,COMPLETIONS,17
2024,4694389,Luke Duby,Black Hills State,Rocky Mountain,passing,INT,2
2024,4694389,Luke Duby,Black Hills State,Rocky Mountain,passing,PCT,0.472
2024,4694389,Luke Duby,Black Hills State,Rocky Mountain,passing,TD,2
2024,4694389,Luke Duby,Black Hills State,Rocky Mountain,passing,YDS,160
2024,4694389,Luke Duby,Black Hills State,Rocky Mountain,passing,YPA,4.4
2024,4694492,Malachi Imoh,William & Mary,CAA,passing,ATT,1
2024,4694492,Malachi Imoh,William & Mary,CAA,passing,COMPLETIONS,1
2024,4694492,Malachi Imoh,William & Mary,CAA,passing,INT,0
2024,4694492,Malachi Imoh,William & Mary,CAA,passing,PCT,1.000
2024,4694492,Malachi Imoh,William & Mary,CAA,passing,TD,0
2024,4694492,Malachi Imoh,William & Mary,CAA,passing,YDS,7
2024,4694492,Malachi Imoh,William & Mary,CAA,passing,YPA,7.0
2024,4694576,Kobe Tracy,Idaho State,Big Sky,passing,ATT,429
2024,4694576,Kobe Tracy,Idaho State,Big Sky,passing,COMPLETIONS,258
2024,4694576,Kobe Tracy,Idaho State,Big Sky,passing,INT,10
2024,4694576,Kobe Tracy,Idaho State,Big Sky,passing,PCT,0.601
2024,4694576,Kobe Tracy,Idaho State,Big Sky,passing,TD,24
2024,4694576,Kobe Tracy,Idaho State,Big Sky,passing,YDS,3011
2024,4694576,Kobe Tracy,Idaho State,Big Sky,passing,YPA,7.0
2024,4694856,Luke Bailey,Drake,Pioneer,passing,ATT,386
2024,4694856,Luke Bailey,Drake,Pioneer,passing,COMPLETIONS,255
2024,4694856,Luke Bailey,Drake,Pioneer,passing,INT,9
2024,4694856,Luke Bailey,Drake,Pioneer,passing,PCT,0.661
2024,4694856,Luke Bailey,Drake,Pioneer,passing,TD,16
2024,4694856,Luke Bailey,Drake,Pioneer,passing,YDS,2635
2024,4694856,Luke Bailey,Drake,Pioneer,passing,YPA,6.8
2024,4695193,Efton Chism III,Eastern Washington,Big Sky,passing,ATT,2
2024,4695193,Efton Chism III,Eastern Washington,Big Sky,passing,COMPLETIONS,0
2024,4695193,Efton Chism III,Eastern Washington,Big Sky,passing,INT,0
2024,4695193,Efton Chism III,Eastern Washington,Big Sky,passing,PCT,0.000
2024,4695193,Efton Chism III,Eastern Washington,Big Sky,passing,TD,0
2024,4695193,Efton Chism III,Eastern Washington,Big Sky,passing,YDS,0
2024,4695193,Efton Chism III,Eastern Washington,Big Sky,passing,YPA,0.0
2024,4695400,Mark Gronowski,South Dakota State,MVFC,passing,ATT,322
2024,4695400,Mark Gronowski,South Dakota State,MVFC,passing,COMPLETIONS,194
2024,4695400,Mark Gronowski,South Dakota State,MVFC,passing,INT,7
2024,4695400,Mark Gronowski,South Dakota State,MVFC,passing,PCT,0.602
2024,4695400,Mark Gronowski,South Dakota State,MVFC,passing,TD,21
2024,4695400,Mark Gronowski,South Dakota State,MVFC,passing,YDS,2570
2024,4695400,Mark Gronowski,South Dakota State,MVFC,passing,YPA,8.0
2024,4695600,Bryson Barnes,Utah State,Mountain West,passing,ATT,126
2024,4695600,Bryson Barnes,Utah State,Mountain West,passing,COMPLETIONS,77
2024,4695600,Bryson Barnes,Utah State,Mountain West,passing,INT,6
2024,4695600,Bryson Barnes,Utah State,Mountain West,passing,PCT,0.611
2024,4695600,Bryson Barnes,Utah State,Mountain West,passing,TD,12
2024,4695600,Bryson Barnes,Utah State,Mountain West,passing,YDS,856
2024,4695600,Bryson Barnes,Utah State,Mountain West,passing,YPA,6.8
2024,4695709,Devin Brown,Ohio State,Big Ten,passing,ATT,20
2024,4695709,Devin Brown,Ohio State,Big Ten,passing,COMPLETIONS,11
2024,4695709,Devin Brown,Ohio State,Big Ten,passing,INT,0
2024,4695709,Devin Brown,Ohio State,Big Ten,passing,PCT,0.550
2024,4695709,Devin Brown,Ohio State,Big Ten,passing,TD,1
2024,4695709,Devin Brown,Ohio State,Big Ten,passing,YDS,114
2024,4695709,Devin Brown,Ohio State,Big Ten,passing,YPA,5.7
2024,4695786,Michael Mansaray,Valparaiso,Pioneer,passing,ATT,1
2024,4695786,Michael Mansaray,Valparaiso,Pioneer,passing,COMPLETIONS,0
2024,4695786,Michael Mansaray,Valparaiso,Pioneer,passing,INT,0
2024,4695786,Michael Mansaray,Valparaiso,Pioneer,passing,PCT,0.000
2024,4695786,Michael Mansaray,Valparaiso,Pioneer,passing,TD,0
2024,4695786,Michael Mansaray,Valparaiso,Pioneer,passing,YDS,0
2024,4695786,Michael Mansaray,Valparaiso,Pioneer,passing,YPA,0.0
2024,4695844,Wesley Carlock,Samford,Southern,passing,ATT,1
2024,4695844,Wesley Carlock,Samford,Southern,passing,COMPLETIONS,0
2024,4695844,Wesley Carlock,Samford,Southern,passing,INT,0
2024,4695844,Wesley Carlock,Samford,Southern,passing,PCT,0.000
2024,4695844,Wesley Carlock,Samford,Southern,passing,TD,0
2024,4695844,Wesley Carlock,Samford,Southern,passing,YDS,0
2024,4695844,Wesley Carlock,Samford,Southern,passing,YPA,0.0
2024,4695867,Grant Wilson,Old Dominion,Sun Belt,passing,ATT,86
2024,4695867,Grant Wilson,Old Dominion,Sun Belt,passing,COMPLETIONS,48
2024,4695867,Grant Wilson,Old Dominion,Sun Belt,passing,INT,3
